date,symbol,exchange,name
2025-07-02,516100,XSHG,科技金融
2025-07-03,516100,XSHG,科技金融
2025-07-04,513090,XSHG,香港证券
2025-07-07,513090,XSHG,香港证券
2025-07-08,159851,XSHE,金融科技ETF华宝
2025-07-09,159851,XSHE,金融科技ETF华宝
2025-07-10,159851,XSHE,金融科技ETF华宝
2025-07-11,515050,XSHG,5GETF
2025-07-14,515880,XSHG,通信ETF
2025-07-15,159851,XSHE,金融科技ETF华宝
2025-07-16,159851,XSHE,金融科技ETF华宝
2025-07-17,515050,XSHG,5GETF
2025-07-18,159363,XSHE,创业板人工智能ETF华宝
2025-07-21,159583,XSHE,通信ETF富国
2025-07-22,516150,XSHG,稀土基金
2025-07-23,513060,XSHG,恒生医疗
2025-07-24,515790,XSHG,光伏ETF
2025-07-25,560860,XSHG,工业有色
2025-07-28,159745,XSHE,建材ETF国泰
2025-07-29,159745,XSHE,建材ETF国泰
2025-07-30,159859,XSHE,生物医药ETF天弘
2025-07-31,159859,XSHE,生物医药ETF天弘
2025-08-01,159509,XSHE,纳指科技ETF景顺
2025-08-05,159509,XSHE,纳指科技ETF景顺
2025-08-06,159509,XSHE,纳指科技ETF景顺
2025-08-07,159583,XSHE,通信ETF富国
2025-08-08,159583,XSHE,通信ETF富国
2025-08-11,159509,XSHE,纳指科技ETF景顺
2025-08-12,520500,XSHG,恒生新药
2025-08-13,588760,XSHG,AI科创
2025-08-14,159583,XSHE,通信ETF富国
2025-08-15,159583,XSHE,通信ETF富国
2025-08-18,159363,XSHE,创业板人工智能ETF华宝
2025-08-19,588760,XSHG,AI科创
2025-08-20,588760,XSHG,AI科创
2025-08-21,588200,XSHG,科创芯片
2025-08-22,588220,XSHG,科创100F
2025-08-25,588220,XSHG,科创100F
2025-08-26,159915,XSHE,创业板ETF易方达
2025-08-27,159667,XSHE,工业母机ETF国泰
2025-08-28,516520,XSHG,智能驾驶
2025-08-29,159667,XSHE,工业母机ETF国泰
2025-09-01,513310,XSHG,中韩芯片
2025-09-02,515790,XSHG,光伏ETF
2025-09-03,515790,XSHG,光伏ETF
2025-09-04,515030,XSHG,新汽车
2025-09-05,161226,XSHE,国投白银LOF
2025-09-08,516520,XSHG,智能驾驶
2025-09-09,516150,XSHG,稀土基金
2025-09-10,513310,XSHG,中韩芯片
2025-09-11,161226,XSHE,国投白银LOF
2025-09-12,515000,XSHG,科技ETF
2025-09-15,515000,XSHG,科技ETF
2025-09-16,159819,XSHE,人工智能ETF易方达
2025-09-17,159363,XSHE,创业板人工智能ETF华宝
2025-09-18,515790,XSHG,光伏ETF
2025-09-19,515260,XSHG,电子ETF
2025-09-22,515880,XSHG,通信ETF
2025-09-23,517520,XSHG,黄金股
2025-09-24,561100,XSHG,电子龙头
2025-09-25,159732,XSHE,消费电子ETF华夏
2025-09-26,159732,XSHE,消费电子ETF华夏
2025-09-29,588890,XSHG,科创芯
2025-09-30,588990,XSHG,科芯片
2025-10-09,159949,XSHE,创业板50ETF华安
2025-10-10,513330,XSHG,恒生互联
2025-10-13,161226,XSHE,国投白银LOF
2025-10-14,159509,XSHE,纳指科技ETF景顺
2025-10-15,518880,XSHG,黄金ETF
2025-10-16,518880,XSHG,黄金ETF
2025-10-17,159502,XSHE,标普生物科技ETF嘉实
2025-10-20,159502,XSHE,标普生物科技ETF嘉实
2025-10-21,159502,XSHE,标普生物科技ETF嘉实
2025-10-22,513310,XSHG,中韩芯片
2025-10-23,159509,XSHE,纳指科技ETF景顺
2025-10-24,159502,XSHE,标普生物科技ETF嘉实
2025-10-27,159502,XSHE,标普生物科技ETF嘉实
2025-10-28,159502,XSHE,标普生物科技ETF嘉实
2025-10-29,159502,XSHE,标普生物科技ETF嘉实
2025-10-30,159502,XSHE,标普生物科技ETF嘉实
2025-10-31,159502,XSHE,标普生物科技ETF嘉实
2025-11-03,159509,XSHE,纳指科技ETF景顺
2025-11-04,159509,XSHE,纳指科技ETF景顺
2025-11-06,159509,XSHE,纳指科技ETF景顺
2025-11-07,513000,XSHG,225ETF
2025-11-10,513310,XSHG,中韩芯片
2025-11-11,513310,XSHG,中韩芯片
2025-11-12,513290,XSHG,纳指生物
2025-11-13,513290,XSHG,纳指生物
2025-11-14,516160,XSHG,新能源
2025-11-17,513290,XSHG,纳指生物
2025-11-18,513290,XSHG,纳指生物
2025-11-19,159518,XSHE,标普油气ETF嘉实
2025-11-20,159518,XSHE,标普油气ETF嘉实
2025-11-21,159502,XSHE,标普生物科技ETF嘉实
2025-11-24,513290,XSHG,纳指生物
2025-11-25,513290,XSHG,纳指生物
2025-11-26,513290,XSHG,纳指生物
2025-11-27,513290,XSHG,纳指生物
2025-11-28,513290,XSHG,纳指生物
2025-12-01,513290,XSHG,纳指生物
2025-12-02,161226,XSHE,国投白银LOF
2025-12-03,159502,XSHE,标普生物科技ETF嘉实
2025-12-04,159502,XSHE,标普生物科技ETF嘉实
2025-12-05,159502,XSHE,标普生物科技ETF嘉实
2025-12-08,159502,XSHE,标普生物科技ETF嘉实
2025-12-09,159502,XSHE,标普生物科技ETF嘉实
2025-12-10,159502,XSHE,标普生物科技ETF嘉实
2025-12-11,159583,XSHE,通信ETF富国
2025-12-12,159502,XSHE,标普生物科技ETF嘉实
2025-12-15,159206,XSHE,卫星ETF永赢
2025-12-16,518880,XSHG,黄金ETF
2025-12-17,518880,XSHG,黄金ETF
2025-12-18,515880,XSHG,通信ETF
2025-12-19,159980,XSHE,有色ETF大成
2025-12-22,159980,XSHE,有色ETF大成
2025-12-23,515880,XSHG,通信ETF
2025-12-24,159363,XSHE,创业板人工智能ETF华宝
2025-12-25,159363,XSHE,创业板人工智能ETF华宝
2025-12-26,563320,XSHG,通用航空
2025-12-29,563320,XSHG,通用航空
2025-12-30,159227,XSHE,航空航天ETF华夏
2025-12-31,159227,XSHE,航空航天ETF华夏
2026-01-05,512670,XSHG,国防ETF
2026-01-06,159583,XSHE,通信ETF富国
2026-01-07,159583,XSHE,通信ETF富国
2026-01-08,561330,XSHG,矿业ETF
2026-01-09,561980,XSHG,芯片设备
2026-01-12,159870,XSHE,化工ETF鹏华
2026-01-13,159870,XSHE,化工ETF鹏华
2026-01-14,159870,XSHE,化工ETF鹏华
2026-01-15,159870,XSHE,化工ETF鹏华
2026-01-16,562500,XSHG,机器人
2026-01-19,159870,XSHE,化工ETF鹏华
2026-01-20,588080,XSHG,科创板50
2026-01-21,501018,XSHG,南方原油
2026-01-22,518880,XSHG,黄金ETF
2026-01-23,159980,XSHE,有色ETF大成
2026-01-26,562500,XSHG,机器人
2026-01-27,159731,XSHE,石化ETF华夏
2026-01-28,516190,XSHG,文娱ETF
2026-01-29,159995,XSHE,芯片ETF华夏
2026-01-30,588760,XSHG,AI科创
2026-02-02,159985,XSHE,豆粕ETF华夏
2026-02-03,520830,XSHG,沙特ETF
2026-02-04,513520,XSHG,日经ETF
2026-02-05,159518,XSHE,标普油气ETF嘉实
2026-02-06,159518,XSHE,标普油气ETF嘉实
2026-02-09,159518,XSHE,标普油气ETF嘉实
2026-02-10,513310,XSHG,中韩芯片
2026-02-11,513310,XSHG,中韩芯片
2026-02-12,513310,XSHG,中韩芯片
2026-02-13,513310,XSHG,中韩芯片
2026-02-24,513310,XSHG,中韩芯片
2026-02-25,513310,XSHG,中韩芯片
2026-02-26,513350,XSHG,油气ETF
2026-02-27,513350,XSHG,油气ETF
2026-03-02,513520,XSHG,日经ETF
2026-03-03,513520,XSHG,日经ETF
2026-03-04,518880,XSHG,黄金ETF
2026-03-05,518880,XSHG,黄金ETF
2026-03-10,159985,XSHE,豆粕ETF华夏
2026-03-11,159985,XSHE,豆粕ETF华夏
2026-03-12,159611,XSHE,电力ETF广发
2026-03-13,159611,XSHE,电力ETF广发
2026-03-16,515220,XSHG,煤炭ETF
2026-03-17,515220,XSHG,煤炭ETF
2026-03-18,159985,XSHE,豆粕ETF华夏
2026-03-19,159518,XSHE,标普油气ETF嘉实
2026-03-20,159985,XSHE,豆粕ETF华夏
2026-03-23,159985,XSHE,豆粕ETF华夏
2026-03-24,159985,XSHE,豆粕ETF华夏
2026-03-31,520830,XSHG,沙特ETF
2026-04-02,512800,XSHG,银行ETF
2026-04-03,520830,XSHG,沙特ETF
2026-04-07,520830,XSHG,沙特ETF
2026-04-08,159502,XSHE,标普生物科技ETF嘉实
2026-04-09,589720,XSHG,科创新药
2026-04-10,589720,XSHG,科创新药
2026-04-13,589720,XSHG,科创新药
2026-04-14,589720,XSHG,科创新药
2026-04-15,515880,XSHG,通信ETF
2026-04-16,515880,XSHG,通信ETF
2026-04-17,159967,XSHE,创业板成长ETF华夏
2026-04-20,159363,XSHE,创业板人工智能ETF华宝
2026-04-21,520870,XSHG,巴西ETF
2026-04-22,159819,XSHE,人工智能ETF易方达
2026-04-23,515000,XSHG,科技ETF
2026-04-24,159949,XSHE,创业板50ETF华安
2026-04-27,589800,XSHG,科创综合
2026-04-28,589800,XSHG,科创综合
2026-04-29,513100,XSHG,纳指ETF
2026-04-30,589800,XSHG,科创综合
2026-05-06,159949,XSHE,创业板50ETF华安
2026-05-07,159949,XSHE,创业板50ETF华安
2026-05-08,159949,XSHE,创业板50ETF华安
2026-05-11,159949,XSHE,创业板50ETF华安
2026-05-12,159949,XSHE,创业板50ETF华安
2026-05-13,159915,XSHE,创业板ETF易方达
2026-05-14,159915,XSHE,创业板ETF易方达
2026-05-15,513100,XSHG,纳指ETF
2026-05-18,513100,XSHG,纳指ETF
2026-05-21,159509,XSHE,纳指科技ETF景顺
2026-05-22,159509,XSHE,纳指科技ETF景顺
2026-05-25,159509,XSHE,纳指科技ETF景顺
2026-05-26,515070,XSHG,AI智能
2026-05-27,515070,XSHG,AI智能
2026-05-28,159141,XSHE,科创创业人工智能ETF永赢
2026-05-29,159131,XSHE,港股通信息技术ETF华宝
2026-06-01,513100,XSHG,纳指ETF
2026-06-02,513100,XSHG,纳指ETF
2026-06-03,513100,XSHG,纳指ETF
2026-06-04,588710,XSHG,科半导体
2026-06-05,515000,XSHG,科技ETF
2026-06-09,513520,XSHG,日经ETF
2026-06-15,513520,XSHG,日经ETF
2026-06-16,513520,XSHG,日经ETF
2026-06-17,513520,XSHG,日经ETF
2026-06-18,513520,XSHG,日经ETF
2026-06-22,513520,XSHG,日经ETF
2026-06-23,588710,XSHG,科半导体
2026-06-24,515000,XSHG,科技ETF
2026-06-25,588220,XSHG,科创100F
2026-06-26,588220,XSHG,科创100F
2026-06-29,513310,XSHG,中韩芯片
2026-06-30,513520,XSHG,日经ETF
2026-07-01,159663,XSHE,机床ETF华夏
2026-07-02,159667,XSHE,工业母机ETF国泰
2026-07-03,513290,XSHG,纳指生物
