date,value_ths,weak_ths,pool_ths,target_ths,pending_ths,position_ths,positions_raw_ths,value_jq,weak_jq,pool_jq,target_jq,pending_jq,position_jq,positions_raw_jq,_merge,weak_match,target_match,position_match,value_diff_pct
2020-01-02,997688.97,False,34.0,512400,,512400,512400.SH:1351500:994704.00,998009.23,False,34,512400,,512400,512400.XSHG:1351600:994777.60,both,True,True,True,-0.0003208988357753517
2020-01-03,1013906.97,False,34.0,512400,,512400,512400.SH:1351500:1010922.00,1014228.43,False,34,512400,,512400,512400.XSHG:1351600:1010996.80,both,True,True,True,-0.00031695029491540794
2020-01-06,1029944.48,False,34.0,512880,,512880,512880.SH:982300:1026503.50,1029380.34,False,34,512880,,512880,512880.XSHG:982900:1027130.50,both,True,True,True,0.0005480384441769459
2020-01-07,1035335.47,False,34.0,512980,,512980,512980.SH:1105100:1031058.30,1034426.27,False,34,512980,,512980,512980.XSHG:1104600:1030591.80,both,True,True,True,0.0008789413285104075
2020-01-08,1017570.77,False,34.0,512880,,512880,512880.SH:994200:1015078.20,1017001.93,False,34,512880,,512880,512880.XSHG:994500:1015384.50,both,True,True,True,0.000559330305302419
2020-01-09,1031779.26,False,34.0,512980,,512980,512980.SH:1118500:1029020.00,1031314.99,False,34,512980,,512980,512980.XSHG:1118100:1028652.00,both,True,True,True,0.00045017284195592033
2020-01-10,1025253.02,False,34.0,512100,,512100,512100.SH:1363900:1022925.00,1023772.54,False,34,512100,,512100,512100.XSHG:1362100:1021575.00,both,True,True,True,0.0014461024711602821
2020-01-13,1038892.02,False,34.0,512100,,512100,512100.SH:1363900:1036564.00,1037393.54,False,34,512100,,512100,512100.XSHG:1362100:1035196.00,both,True,True,True,0.0014444662919339546
2020-01-14,1036164.22,False,34.0,512100,,512100,512100.SH:1363900:1033836.20,1034669.34,False,34,512100,,512100,512100.XSHG:1362100:1032471.80,both,True,True,True,0.001444790081438052
2020-01-15,1034427.97,False,34.0,512980,,512980,512980.SH:1118500:1031257.00,1033261.38,False,34,512980,,512980,512980.XSHG:1117000:1029874.00,both,True,True,True,0.0011290366818896835
2020-01-16,1023714.6,False,34.0,512400,,512400,512400.SH:1353800:1022119.00,1022936.13,False,34,512400,,512400,512400.XSHG:1352400:1021062.00,both,True,True,True,0.0007610152551753568
2020-01-17,1021007.0,False,34.0,512400,,512400,512400.SH:1353800:1019411.40,1020231.33,False,34,512400,,512400,512400.XSHG:1352400:1018357.20,both,True,True,True,0.0007602883553869955
2020-01-20,1034166.42,False,34.0,512480,,512480,512480.SH:587400:1029124.80,1034612.87,False,35,512480,,512480,512480.XSHG:587900:1030000.80,both,True,True,True,-0.00043151405994013015
2020-01-21,1024431.85,False,34.0,159915,,159915,159915.SZ:540100:1021869.20,1024933.81,False,35,159915,,159915,159915.XSHE:540400:1022436.80,both,True,True,True,-0.0004897486989916544
2020-01-22,1047245.41,False,35.0,515050,,515050,515050.SH:897700:1044025.10,1047979.1,False,35,515050,,515050,515050.XSHG:897800:1044141.40,both,True,True,True,-0.0007000998397772573
2020-01-23,1019961.32,False,35.0,159949,,159949,159949.SZ:1431100:1017512.10,1021619.79,False,35,159949,,159949,159949.XSHE:1432400:1018436.40,both,True,True,True,-0.0016233730162961146
2020-02-03,949583.33,True,9.0,518880,,518880,518880.SH:269100:947232.00,952700.68,True,9,518880,,518880,518880.XSHG:269800:949696.00,both,True,True,True,-0.0032721190038408343
2020-02-04,942048.53,True,9.0,518880,,518880,518880.SH:269100:939697.20,945146.28,True,9,518880,,518880,518880.XSHG:269800:942141.60,both,True,True,True,-0.003277534986436126
2020-02-05,935859.23,True,9.0,518880,,518880,518880.SH:269100:933507.90,938940.88,True,9,518880,,518880,518880.XSHG:269800:935936.20,both,True,True,True,-0.003282049025280509
2020-02-06,927996.68,True,9.0,513100,,513100,513100.SH:251400:925654.80,931150.44,True,9,513100,,513100,513100.XSHG:252300:928968.60,both,True,True,True,-0.0033869500185167434
2020-02-07,934784.48,True,9.0,513100,,513100,513100.SH:251400:932442.60,937962.54,True,9,513100,,513100,513100.XSHG:252300:935780.70,both,True,True,True,-0.0033882589810037
2020-02-10,940566.68,True,9.0,513100,,513100,513100.SH:251400:938224.80,943765.44,True,9,513100,,513100,513100.XSHG:252300:941583.60,both,True,True,True,-0.0033893591187232897
2020-02-11,975511.28,False,34.0,513100,,513100,513100.SH:251400:973169.40,978835.14,False,36,513100,,513100,513100.XSHG:252300:976653.30,both,True,True,True,-0.003395730153292198
2020-02-12,1000651.28,False,35.0,513100,,513100,513100.SH:251400:998309.40,1004065.14,False,37,513100,,513100,513100.XSHG:252300:1001883.30,both,True,True,True,-0.0034000383680286017
2020-02-13,1030921.62,False,37.0,512170,,512170,512170.SH:707700:1028995.80,1034152.53,False,37,512170,,512170,512170.XSHG:710100:1032485.40,both,True,True,True,-0.0031242103135404875
2020-02-14,1026675.42,False,37.0,512170,,512170,512170.SH:707700:1024749.60,1029891.93,False,37,512170,,512170,512170.XSHG:710100:1028224.80,both,True,True,True,-0.003123152931201245
2020-02-17,1060645.02,False,37.0,512170,,512170,512170.SH:707700:1058719.20,1063976.73,False,37,512170,,512170,512170.XSHG:710100:1062309.60,both,True,True,True,-0.0031313748750877446
2020-02-18,1065598.92,False,36.0,512170,,512170,512170.SH:707700:1063673.10,1068947.43,False,36,512170,,512170,512170.XSHG:710100:1067280.30,both,True,True,True,-0.0031325301001939865
2020-02-19,1042244.82,False,36.0,512170,,512170,512170.SH:707700:1040319.00,1045514.13,False,36,512170,,512170,512170.XSHG:710100:1043847.00,both,True,True,True,-0.003126987867681952
2020-02-20,1063099.4,False,36.0,159949,,159949,159949.SZ:1305500:1061371.50,1066547.05,False,36,159949,,159949,159949.XSHE:1309800:1064867.40,both,True,True,True,-0.0032325343734250778
2020-02-21,1082681.9,False,36.0,159949,,159949,159949.SZ:1305500:1080954.00,1086194.05,False,36,159949,,159949,159949.XSHE:1309800:1084514.40,both,True,True,True,-0.0032334461784246926
2020-02-24,1102059.46,False,36.0,159915,,159915,159915.SZ:504700:1099236.60,1105745.92,False,36,159915,,159915,159915.XSHE:506500:1103157.00,both,True,True,True,-0.003333912369308134
2020-02-25,1110639.36,False,36.0,159915,,159915,159915.SZ:504700:1107816.50,1114356.42,False,36,159915,,159915,159915.XSHE:506500:1111767.50,both,True,True,True,-0.0033356114195490782
2020-02-26,1062124.97,False,36.0,159967,,159967,159967.SZ:724200:1058780.40,1065046.93,False,36,159967,,159967,159967.XSHE:726900:1062727.80,both,True,True,True,-0.002743503518666479
2020-02-27,1069400.78,False,36.0,512670,,512670,512670.SH:857000:1067822.00,1072302.83,False,36,512670,,512670,512670.XSHG:859500:1070937.00,both,True,True,True,-0.0027063716692793394
2020-02-28,1011400.48,False,36.0,518880,,518880,518880.SH:278400:1008643.20,1014234.47,False,36,518880,,518880,518880.XSHG:279300:1011903.90,both,True,True,True,-0.0027942158187543864
2020-03-02,986954.41,True,8.0,511880,,511880,511880.SH:9600:965424.00,989757.66,True,8,511880,,511880,511880.XSHG:9800:985537.00,both,True,True,True,-0.002832258959228451
2020-03-03,985596.9,True,8.0,159985,,159985,159985.SZ:1016900:984359.20,989462.38,True,8,159985,,159985,159985.XSHE:1020000:987360.00,both,True,True,True,-0.003906646759020749
2020-03-04,985596.9,True,8.0,159985,,159985,159985.SZ:1016900:984359.20,989462.38,True,8,159985,,159985,159985.XSHE:1020000:987360.00,both,True,True,True,-0.003906646759020749
2020-03-05,986613.8,True,8.0,159985,,159985,159985.SZ:1016900:985376.10,990482.38,True,8,159985,,159985,159985.XSHE:1020000:988380.00,both,True,True,True,-0.003905753477411622
2020-03-06,978127.48,False,39.0,515050,,515050,515050.SH:790400:974563.20,982058.36,False,40,515050,,515050,515050.XSHG:793700:978632.10,both,True,True,True,-0.00400269491112526
2020-03-09,941813.58,False,40.0,512170,,512170,512170.SH:597600:939427.20,945568.8,False,40,512170,,512170,512170.XSHG:600000:943200.00,both,True,True,True,-0.0039713873808020494
2020-03-10,939713.72,True,9.0,511880,,511880,511880.SH:9200:925391.20,944106.65,True,9,511880,,511880,511880.XSHG:9300:935449.80,both,True,True,True,-0.004653001861601225
2020-03-11,941687.49,True,9.0,518880,,518880,518880.SH:257500:939360.00,946138.08,True,9,518880,,518880,518880.XSHG:258800:944102.40,both,True,True,True,-0.004703953993691834
2020-03-12,930044.53,True,9.0,511880,,511880,511880.SH:9100:915651.10,934482.23,True,9,511880,,511880,511880.XSHG:9200:925713.20,both,True,True,True,-0.0047488329446350175
2020-03-13,930080.93,True,9.0,511880,,511880,511880.SH:9100:915687.50,934519.03,True,9,511880,,511880,511880.XSHG:9200:925750.00,both,True,True,True,-0.004749073970168327
2020-03-16,930882.32,True,9.0,159985,,159985,159985.SZ:968300:928599.70,934981.9,True,9,159985,,159985,159985.XSHE:973000:933107.00,both,True,True,True,-0.004384662419668284
2020-03-17,931850.62,True,9.0,159985,,159985,159985.SZ:968300:929568.00,935954.9,True,9,159985,,159985,159985.XSHE:973000:934080.00,both,True,True,True,-0.004385125821767755
2020-03-18,929914.02,True,9.0,159985,,159985,159985.SZ:968300:927631.40,934008.9,True,9,159985,,159985,159985.XSHE:973000:932134.00,both,True,True,True,-0.00438419805207424
2020-03-19,920934.59,True,9.0,511880,,511880,511880.SH:9000:905940.00,925031.56,True,9,511880,,511880,511880.XSHG:9100:916006.00,both,True,True,True,-0.004429005643872386
2020-03-20,921737.09,True,9.0,159985,,159985,159985.SZ:941200:919552.40,925884.26,True,9,159985,,159985,159985.XSHE:945600:923851.20,both,True,True,True,-0.004479145157948783
2020-03-23,970679.49,True,9.0,159985,,159985,159985.SZ:941200:968494.80,975055.46,True,9,159985,,159985,159985.XSHE:945600:973022.40,both,True,True,True,-0.004487919076931246
2020-03-24,957502.69,True,9.0,159985,,159985,159985.SZ:941200:955318.00,961817.06,True,9,159985,,159985,159985.XSHE:945600:959784.00,both,True,True,True,-0.00448564511841798
2020-03-25,973503.09,True,9.0,159985,,159985,159985.SZ:941200:971318.40,977892.26,True,9,159985,,159985,159985.XSHE:945600:975859.20,both,True,True,True,-0.004488398343596711
2020-03-26,948090.69,False,40.0,159985,,159985,159985.SZ:941200:945906.00,952361.06,False,40,159985,,159985,159985.XSHE:945600:950328.00,both,True,True,True,-0.004483982156935462
2020-03-27,959385.09,False,40.0,159985,,159985,159985.SZ:941200:957200.40,963708.26,False,41,159985,,159985,159985.XSHE:945600:961675.20,both,True,True,True,-0.004485973794600473
2020-03-30,967855.89,False,40.0,159985,,159985,159985.SZ:941200:965671.20,972218.66,False,41,159985,,159985,159985.XSHE:945600:970185.60,both,True,True,True,-0.004487437013397821
2020-03-31,965032.29,True,9.0,159985,,159985,159985.SZ:941200:962847.60,969381.86,True,9,159985,,159985,159985.XSHE:945600:967348.80,both,True,True,True,-0.004486952128441857
2020-04-01,945946.1,True,9.0,511880,,511880,511880.SH:9200:926605.60,950252.14,True,9,511880,,511880,511880.XSHG:9400:946749.20,both,True,True,True,-0.004531470984111663
2020-04-02,945955.3,True,9.0,511880,,511880,511880.SH:9200:926614.80,950261.54,True,9,511880,,511880,511880.XSHG:9400:946758.60,both,True,True,True,-0.00453163662711209
2020-04-03,946053.43,False,41.0,159985,,159985,159985.SZ:967700:944475.20,950409.48,False,41,159985,,159985,159985.XSHE:972200:948867.20,both,True,True,True,-0.004583340225099541
2020-04-07,947735.45,False,41.0,511880,,511880,511880.SH:9200:926863.20,952135.89,False,41,511880,,511880,511880.XSHG:9400:947012.40,both,True,True,True,-0.004621651222495249
2020-04-08,947809.05,False,41.0,511880,,511880,511880.SH:9200:926936.80,952211.09,False,42,511880,,511880,511880.XSHG:9400:947087.60,both,True,True,True,-0.004622966531507178
2020-04-09,947873.45,False,41.0,511880,,511880,511880.SH:9200:927001.20,952276.89,False,42,511880,,511880,511880.XSHG:9400:947153.40,both,True,True,True,-0.00462411725648415
2020-04-10,948057.45,False,42.0,511880,,511880,511880.SH:9200:927185.20,952464.89,False,42,511880,,511880,511880.XSHG:9400:947341.40,both,True,True,True,-0.004627404166047566
2020-04-13,948103.45,False,42.0,511880,,511880,511880.SH:9200:927231.20,952511.89,False,43,511880,,511880,511880.XSHG:9400:947388.40,both,True,True,True,-0.00462822569070509
2020-04-14,951964.12,False,42.0,512010,,512010,512010.SH:453000:947676.00,956788.37,False,44,512010,,512010,512010.XSHG:455200:952278.40,both,True,True,True,-0.005042128595271311
2020-04-15,946981.12,False,42.0,512010,,512010,512010.SH:453000:942693.00,951781.17,False,43,512010,,512010,512010.XSHG:455200:947271.20,both,True,True,True,-0.005043228581628756
2020-04-16,948793.12,False,44.0,512010,,512010,512010.SH:453000:944505.00,953601.97,False,44,512010,,512010,512010.XSHG:455200:949092.00,both,True,True,True,-0.0050428272500318005
2020-04-17,942451.12,False,44.0,512010,,512010,512010.SH:453000:938163.00,947229.17,False,44,512010,,512010,512010.XSHG:455200:942719.20,both,True,True,True,-0.005044238660851241
2020-04-20,947887.12,False,44.0,512010,,512010,512010.SH:453000:943599.00,952691.57,False,44,512010,,512010,512010.XSHG:455200:948181.60,both,True,True,True,-0.00504302772407228
2020-04-21,943001.98,False,44.0,512170,,512170,512170.SH:585400:940737.80,948009.22,False,44,512170,,512170,512170.XSHG:588200:945237.40,both,True,True,True,-0.005281847364311476
2020-04-22,950026.78,False,44.0,512170,,512170,512170.SH:585400:947762.60,955067.62,False,44,512170,,512170,512170.XSHG:588200:952295.80,both,True,True,True,-0.005277992777097729
2020-04-23,951782.98,False,44.0,512170,,512170,512170.SH:585400:949518.80,956832.22,False,44,512170,,512170,512170.XSHG:588200:954060.40,both,True,True,True,-0.005277038016131996
2020-04-24,930123.18,False,44.0,512170,,512170,512170.SH:585400:927859.00,935068.82,False,44,512170,,512170,512170.XSHG:588200:932297.00,both,True,True,True,-0.00528906524762518
2020-04-27,946267.61,True,9.0,513100,,513100,513100.SH:264500:943471.50,952137.94,True,9,513100,,513100,513100.XSHG:266200:949535.40,both,True,True,True,-0.0061654196869835864
2020-04-28,969808.11,True,9.0,513100,,513100,513100.SH:264500:967012.00,975829.74,True,9,513100,,513100,513100.XSHG:266200:973227.20,both,True,True,True,-0.00617077934107646
2020-04-29,987265.11,False,43.0,513100,,513100,513100.SH:264500:984469.00,993398.94,False,43,513100,,513100,513100.XSHG:266200:990796.40,both,True,True,True,-0.006174588831351024
2020-04-30,1022941.94,False,44.0,512690,,512690,512690.SH:862200:1020844.80,1029848.76,False,44,512690,,512690,512690.XSHG:867900:1027593.60,both,True,True,True,-0.006706635253898918
2020-05-06,1035874.94,False,44.0,512690,,512690,512690.SH:862200:1033777.80,1042867.26,False,44,512690,,512690,512690.XSHG:867900:1040612.10,both,True,True,True,-0.006704899336853365
2020-05-07,1046221.34,False,44.0,512690,,512690,512690.SH:862200:1044124.20,1053282.06,False,44,512690,,512690,512690.XSHG:867900:1051026.90,both,True,True,True,-0.006703541499605614
2020-05-08,1056567.74,False,44.0,512690,,512690,512690.SH:862200:1054470.60,1063696.86,False,44,512690,,512690,512690.XSHG:867900:1061441.70,both,True,True,True,-0.006702210251894658
2020-05-11,1059154.34,False,44.0,512690,,512690,512690.SH:862200:1057057.20,1066300.56,False,44,512690,,512690,512690.XSHG:867900:1064045.40,both,True,True,True,-0.006701881503278884
2020-05-12,1066914.14,False,44.0,512690,,512690,512690.SH:862200:1064817.00,1074111.66,False,44,512690,,512690,512690.XSHG:867900:1071856.50,both,True,True,True,-0.006700904820267972
2020-05-13,1099677.74,False,44.0,512690,,512690,512690.SH:862200:1097580.60,1107091.86,False,44,512690,,512690,512690.XSHG:867900:1104836.70,both,True,True,True,-0.006696932989824433
2020-05-14,1097953.34,False,44.0,512690,,512690,512690.SH:862200:1095856.20,1105356.06,False,44,512690,,512690,512690.XSHG:867900:1103100.90,both,True,True,True,-0.006697136124625747
2020-05-15,1072578.41,False,44.0,159995,,159995,159995.SZ:932100:1069118.70,1078121.25,False,44,159995,,159995,159995.XSHE:937900:1075771.30,both,True,True,True,-0.0051412028099808715
2020-05-18,1020777.29,False,44.0,512480,,512480,512480.SH:523500:1019778.00,1027253.12,False,44,512480,,512480,512480.XSHG:526800:1026206.40,both,True,True,True,-0.0063040256329423006
2020-05-19,1052254.01,True,9.0,513100,,513100,513100.SH:280000:1049440.00,1059736.12,True,9,513100,,513100,513100.XSHG:282000:1056936.00,both,True,True,True,-0.007060351967620115
2020-05-20,1038073.1,False,44.0,512690,,512690,512690.SH:803000:1035067.00,1045601.91,False,44,512690,,512690,512690.XSHG:808600:1042285.40,both,True,True,True,-0.007200455477362366
2020-05-21,1054264.12,True,9.0,513100,,513100,513100.SH:283000:1052760.00,1061897.36,True,9,513100,,513100,513100.XSHG:285200:1060944.00,both,True,True,True,-0.007188303020171372
2020-05-22,1029594.1,True,9.0,161226,,161226,161226.SZ:1286500:1027913.50,1037942.29,True,9,161226,,161226,161226.XSHE:1296300:1035743.70,both,True,True,True,-0.008043019424519349
2020-05-25,1038599.6,True,9.0,161226,,161226,161226.SZ:1286500:1036919.00,1047016.39,True,9,161226,,161226,161226.XSHE:1296300:1044817.80,both,True,True,True,-0.008038833088372277
2020-05-26,1064329.6,True,9.0,161226,,161226,161226.SZ:1286500:1062649.00,1072942.39,True,9,161226,,161226,161226.XSHE:1296300:1070743.80,both,True,True,True,-0.008027262302498617
2020-05-27,1054037.6,True,9.0,161226,,161226,161226.SZ:1286500:1052357.00,1062571.99,True,9,161226,,161226,161226.XSHE:1296300:1060373.40,both,True,True,True,-0.00803182286030324
2020-05-28,1069475.6,True,9.0,161226,,161226,161226.SZ:1286500:1067795.00,1078127.59,True,9,161226,,161226,161226.XSHE:1296300:1075929.00,both,True,True,True,-0.008025014924254004
2020-05-29,1072048.6,True,9.0,161226,,161226,161226.SZ:1286500:1070368.00,1080720.19,True,9,161226,,161226,161226.XSHE:1296300:1078521.60,both,True,True,True,-0.008023899322173178
2020-06-01,1119649.1,True,9.0,161226,,161226,161226.SZ:1286500:1117968.50,1128683.29,True,9,161226,,161226,161226.XSHE:1296300:1126484.70,both,True,True,True,-0.008004185124420471
2020-06-02,1111392.94,False,44.0,512690,,512690,512690.SH:828400:1110056.00,1121143.29,False,44,512690,,512690,512690.XSHG:835200:1119168.00,both,True,True,True,-0.008696792004169285
2020-06-03,1103461.81,False,44.0,513030,,513030,513030.SH:1078800:1101454.80,1113476.64,False,44,513030,,513030,513030.XSHG:1088400:1111256.40,both,True,True,True,-0.008994198567111256
2020-06-04,1133618.99,False,44.0,161226,,161226,161226.SZ:1365800:1130882.40,1144828.84,False,44,161226,,161226,161226.XSHE:1379700:1142391.60,both,True,True,True,-0.009791725722073985
2020-06-05,1139082.19,False,44.0,161226,,161226,161226.SZ:1365800:1136345.60,1150347.64,False,44,161226,,161226,161226.XSHE:1379700:1147910.40,both,True,True,True,-0.009793083071826802
2020-06-08,1133613.49,False,44.0,513520,,513520,513520.SH:1031700:1130743.20,1144937.75,False,44,513520,,513520,513520.XSHG:1042100:1142141.60,both,True,True,True,-0.009890721133092195
2020-06-09,1148057.29,False,44.0,513520,,513520,513520.SH:1031700:1145187.00,1159527.15,False,44,513520,,513520,513520.XSHG:1042100:1156731.00,both,True,True,True,-0.009891842549784036
2020-06-10,1157342.59,False,44.0,513520,,513520,513520.SH:1031700:1154472.30,1168906.05,False,44,513520,,513520,513520.XSHG:1042100:1166109.90,both,True,True,True,-0.009892548678313351
2020-06-11,1124328.19,False,44.0,513520,,513520,513520.SH:1031700:1121457.90,1135558.85,False,44,513520,,513520,513520.XSHG:1042100:1132762.70,both,True,True,True,-0.009889985006061197
2020-06-12,1108852.69,False,44.0,513520,,513520,513520.SH:1031700:1105982.40,1119927.35,False,44,513520,,513520,513520.XSHG:1042100:1117131.20,both,True,True,True,-0.009888730728828232
2020-06-15,1099630.56,False,44.0,512690,,512690,512690.SH:807600:1099143.60,1110559.26,False,44,512690,,512690,512690.XSHG:815800:1110303.80,both,True,True,True,-0.00984071754982252
2020-06-16,1115231.19,False,44.0,513030,,513030,513030.SH:1079000:1111370.00,1127411.6,False,44,513030,,513030,513030.XSHG:1090700:1123421.00,both,True,True,True,-0.010803871452094493
2020-06-17,1123863.19,False,44.0,513030,,513030,513030.SH:1079000:1120002.00,1136137.2,False,44,513030,,513030,513030.XSHG:1090700:1132146.60,both,True,True,True,-0.010803281505085804
2020-06-18,1122784.19,False,44.0,513030,,513030,513030.SH:1079000:1118923.00,1135046.5,False,44,513030,,513030,513030.XSHG:1090700:1131055.90,both,True,True,True,-0.010803354752426442
2020-06-19,1113123.83,False,44.0,515030,,515030,515030.SH:1139400:1110915.00,1125911.78,False,44,515030,,515030,515030.XSHG:1152000:1123200.00,both,True,True,True,-0.011357861448078932
2020-06-22,1123378.43,False,44.0,515030,,515030,515030.SH:1139400:1121169.60,1136279.78,False,44,515030,,515030,515030.XSHG:1152000:1133568.00,both,True,True,True,-0.01135402585444234
2020-06-23,1129199.42,False,44.0,159949,,159949,159949.SZ:1224300:1128804.60,1143532.55,False,44,159949,,159949,159949.XSHE:1238500:1141897.00,both,True,True,True,-0.012534081342940429
2020-06-24,1127975.12,False,44.0,159949,,159949,159949.SZ:1224300:1127580.30,1142294.05,False,44,159949,,159949,159949.XSHE:1238500:1140658.50,both,True,True,True,-0.012535239941064202
2020-06-29,1119318.58,False,44.0,512010,,512010,512010.SH:445500:1116868.50,1132321.44,False,44,512010,,512010,512010.XSHG:450700:1129904.90,both,True,True,True,-0.011483364653061656
2020-06-30,1134828.3,False,44.0,159967,,159967,159967.SZ:640800:1132293.60,1147676.51,False,44,159967,,159967,159967.XSHE:648200:1145369.40,both,True,True,True,-0.011194975141557983
2020-07-01,1100060.45,False,44.0,159967,,,,1112562.67,False,44,159967,,,,both,True,True,True,-0.011237317534660729
2020-07-02,1107083.88,False,44.0,159915,,159915,159915.SZ:470200:1104970.00,1120203.36,False,44,159915,,159915,159915.XSHE:475700:1117895.00,both,True,True,True,-0.011711694919394167
2020-07-03,1127664.44,False,44.0,515050,,515050,515050.SH:867400:1125017.80,1140423.18,False,44,515050,,515050,515050.XSHG:877500:1138117.50,both,True,True,True,-0.011187724191996873
2020-07-06,1208029.22,False,44.0,512690,,512690,512690.SH:734400:1202947.20,1220946.89,False,44,512690,,512690,512690.XSHG:742300:1215887.40,both,True,True,True,-0.010580042511103782
2020-07-07,1236744.02,False,44.0,159928,,159928,159928.SZ:299500:1233341.00,1249971.63,False,44,159928,,159928,159928.XSHE:302800:1246930.40,both,True,True,True,-0.010582328176520162
2020-07-08,1245625.17,False,44.0,515030,,515030,515030.SH:1112700:1242885.90,1259078.72,False,44,515030,,515030,515030.XSHG:1125000:1256625.00,both,True,True,True,-0.010685233406216299
2020-07-09,1264549.55,False,44.0,512710,,512710,512710.SH:904400:1258020.40,1277272.42,False,44,512710,,512710,512710.XSHG:914300:1271791.30,both,True,True,True,-0.009960968232602951
2020-07-10,1232907.56,False,44.0,512890,,512890,512890.SH:956500:1230059.00,1246323.12,False,44,512890,,512890,512890.XSHG:967000:1243562.00,both,True,True,True,-0.010764110674605809
2020-07-13,1264472.06,False,44.0,512890,,512890,512890.SH:956500:1261623.50,1278234.12,False,44,512890,,512890,512890.XSHG:967000:1275473.00,both,True,True,True,-0.010766462719677738
2020-07-14,1251614.55,False,44.0,510880,,510880,510880.SH:453600:1247400.00,1269324.72,False,44,510880,,510880,510880.XSHG:460100:1265275.00,both,True,True,True,-0.013952434488158305
2020-07-15,1233470.55,False,44.0,510880,,510880,510880.SH:453600:1229256.00,1250920.72,False,44,510880,,510880,510880.XSHG:460100:1246871.00,both,True,True,True,-0.013949860867281783
2020-07-16,1212877.23,False,44.0,510880,,,,1230093.6,False,44,510880,,,,both,True,True,True,-0.013995983720263339
2020-07-17,1214374.2,True,9.0,161226,,161226,161226.SZ:1398600:1211187.60,1228760.47,True,9,159980,,159980,159980.XSHE:1210400:1226135.20,both,True,False,False,-0.011707953137522376
2020-07-20,1228360.2,True,9.0,161226,,161226,161226.SZ:1398600:1225173.60,1226468.79,True,9,161226,,161226,161226.XSHE:1396100:1222983.60,both,True,True,True,0.001542159095625939
2020-07-21,1291297.2,True,9.0,161226,,161226,161226.SZ:1398600:1288110.60,1289293.29,True,9,161226,,161226,161226.XSHE:1396100:1285808.10,both,True,True,True,0.0015542700916406638
2020-07-22,1417171.2,True,9.0,161226,,161226,161226.SZ:1398600:1413984.60,1414942.29,True,9,161226,,161226,161226.XSHE:1396100:1411457.10,both,True,True,True,0.0015752656597747272
2020-07-23,1397204.82,False,44.0,513090,,513090,513090.SH:1044500:1394407.50,1395361.74,False,44,513090,,513090,513090.XSHG:1043000:1392405.00,both,True,True,True,0.001320861785991223
2020-07-24,1337734.51,False,44.0,161226,,161226,161226.SZ:1352400:1334818.80,1338233.05,False,44,161226,,161226,161226.XSHE:1351800:1334226.60,both,True,True,True,-0.00037253600932962705
2020-07-27,1416006.6,True,9.0,513030,,513030,513030.SH:1284000:1412400.00,1417964.14,True,9,513030,,513030,513030.XSHG:1285800:1414380.00,both,True,True,True,-0.0013805285654119315
2020-07-28,1424994.6,True,9.0,513030,,513030,513030.SH:1284000:1421388.00,1426964.74,True,9,513030,,513030,513030.XSHG:1285800:1423380.60,both,True,True,True,-0.0013806507930952394
2020-07-29,1414232.81,True,9.0,159980,,159980,159980.SZ:1350100:1410854.50,1416059.25,True,9,159980,,159980,159980.XSHE:1352100:1412944.50,both,True,True,True,-0.0012898047874762009
2020-07-30,1411503.85,False,44.0,512010,,512010,512010.SH:474800:1408256.80,1413465.6,False,44,512010,,512010,512010.XSHG:475600:1410629.60,both,True,True,True,-0.0013879007738143434
2020-07-31,1430495.85,False,43.0,512010,,512010,512010.SH:474800:1427248.80,1432489.6,False,43,512010,,512010,512010.XSHG:475600:1429653.60,both,True,True,True,-0.0013918076612912111
2020-08-03,1466580.65,False,44.0,512010,,512010,512010.SH:474800:1463333.60,1468635.2,False,44,512010,,512010,512010.XSHG:475600:1465799.20,both,True,True,True,-0.0013989518976530446
2020-08-04,1452811.45,False,44.0,512010,,512010,512010.SH:474800:1449564.40,1454842.8,False,44,512010,,512010,512010.XSHG:475600:1452006.80,both,True,True,True,-0.0013962676929769602
2020-08-05,1475601.85,False,44.0,512010,,512010,512010.SH:474800:1472354.80,1477671.6,False,44,512010,,512010,512010.XSHG:475600:1474835.60,both,True,True,True,-0.0014006833453387157
2020-08-06,1439517.05,False,44.0,512010,,512010,512010.SH:474800:1436270.00,1441526.0,False,44,512010,,512010,512010.XSHG:475600:1438690.00,both,True,True,True,-0.0013936273088379636
2020-08-07,1384046.51,False,43.0,518880,,518880,518880.SH:315300:1380383.40,1386099.6,False,43,518880,,518880,518880.XSHG:315900:1383010.20,both,True,True,True,-0.0014811994751315893
2020-08-10,1373707.83,False,43.0,159992,,159992,159992.SZ:894500:1369479.50,1374981.57,False,43,159992,,159992,159992.XSHE:896000:1371776.00,both,True,True,True,-0.0009263687803465759
2020-08-11,1354028.83,False,43.0,159992,,159992,159992.SZ:894500:1349800.50,1355269.57,False,43,159992,,159992,159992.XSHE:896000:1352064.00,both,True,True,True,-0.0009154931442900693
2020-08-12,1295805.22,True,9.0,513500,,513500,513500.SH:590800:1292079.60,1295037.98,True,9,513500,,513500,513500.XSHG:590600:1291642.20,both,True,True,True,0.000592445945098774
2020-08-13,1310575.22,True,9.0,513500,,513500,513500.SH:590800:1306849.60,1309802.98,True,9,513500,,513500,513500.XSHG:590600:1306407.20,both,True,True,True,0.0005895848549679616
2020-08-14,1310575.22,True,9.0,513500,,513500,513500.SH:590800:1306849.60,1309802.98,True,9,513500,,513500,513500.XSHG:590600:1306407.20,both,True,True,True,0.0005895848549679616
