date,value_ths,positions_ths,positions_raw_ths,value_jq,positions_jq,positions_raw_jq,same_position_symbol
2020-01-02,998496.53,['512400'],512400.SH:1353800:996396.80,998546.1,['512400'],512400.XSHG:1354100:996617.60,True
2020-01-03,1014742.13,['512400'],512400.SH:1353800:1012642.40,1014790.1,['512400'],512400.XSHG:1353900:1012717.20,True
2020-01-06,1030815.6,['512880'],512880.SH:983400:1027653.00,1029981.85,['512880'],512880.XSHG:983700:1027966.50,True
2020-01-07,1036679.68,['512980'],512980.SH:1108800:1034510.40,1035940.75,['512980'],512980.XSHG:1108200:1033950.60,True
2020-01-08,1010960.68,['512880'],512880.SH:989000:1009769.00,1012423.87,['512880'],512880.XSHG:989600:1010381.60,True
2020-01-09,1032735.68,['512980'],512980.SH:1120200:1030584.00,1034326.23,['512980'],512980.XSHG:1122100:1032332.00,True
2020-01-10,1026195.04,['512100'],512100.SH:1363600:1022700.00,1025387.41,['512100'],512100.XSHG:1364500:1023375.00,True
2020-01-13,1039832.78,['512100'],512100.SH:1365300:1037628.00,1039027.01,['512100'],512100.XSHG:1364400:1036944.00,True
2020-01-14,1037102.18,['512100'],512100.SH:1365300:1034897.40,1036298.21,['512100'],512100.XSHG:1364400:1034215.20,True
2020-01-15,1039214.02,['512980'],512980.SH:1126000:1038172.00,1039638.07,['512980'],512980.XSHG:1125400:1037618.80,True
2020-01-16,1022471.9,['512400'],512400.SH:1349600:1018948.00,1021651.65,['512400'],512400.XSHG:1350500:1019627.50,True
2020-01-17,1019773.03,['512400'],512400.SH:1351400:1017604.20,1018945.25,['512400'],512400.XSHG:1350400:1016851.20,True
2020-01-20,1033521.98,['512480'],512480.SH:588300:1030701.60,1033563.2,['512480'],512480.XSHG:588800:1031577.60,True
2020-01-21,1023947.13,['159915'],159915.SZ:540000:1021680.00,1024083.44,['159915'],159915.XSHE:540200:1022058.40,True
2020-01-22,1047022.9,['515050'],515050.SH:899200:1045769.60,1047620.97,['515050'],515050.XSHG:899100:1045653.30,True
2020-01-23,998342.84,['159949'],159949.SZ:1403100:997604.10,1000443.93,['159949'],159949.XSHE:1404400:998528.40,True
2020-02-03,931853.81,['518880'],518880.SH:264100:929632.00,933985.84,['518880'],518880.XSHG:264800:932096.00,True
2020-02-04,924459.01,['518880'],518880.SH:264100:922237.20,926571.44,['518880'],518880.XSHG:264800:924681.60,True
2020-02-05,918384.71,['518880'],518880.SH:264100:916162.90,920481.04,['518880'],518880.XSHG:264800:918591.20,True
2020-02-06,910470.6,['513100'],513100.SH:246700:908349.40,912884.47,['513100'],513100.XSHG:247300:910558.60,True
2020-02-07,917131.5,['513100'],513100.SH:246700:915010.30,919550.97,['513100'],513100.XSHG:247400:917606.60,True
2020-02-10,922805.6,['513100'],513100.SH:246700:920684.40,925241.17,['513100'],513100.XSHG:247400:923296.80,True
2020-02-11,957096.9,['513100'],513100.SH:246700:954975.70,959629.77,['513100'],513100.XSHG:247400:957685.40,True
2020-02-12,981766.9,['513100'],513100.SH:246700:979645.70,984362.07,['513100'],513100.XSHG:247300:982028.30,True
2020-02-13,1016363.57,['512170'],512170.SH:698000:1014892.00,1019598.46,['512170'],512170.XSHG:699900:1017654.60,True
2020-02-14,1012173.55,['512170'],512170.SH:697700:1010269.60,1015395.06,['512170'],512170.XSHG:699800:1013310.40,True
2020-02-17,1045657.84,['512170'],512170.SH:697600:1043609.60,1048980.16,['512170'],512170.XSHG:699700:1046751.20,True
2020-02-18,1050541.04,['512170'],512170.SH:697600:1048492.80,1053878.06,['512170'],512170.XSHG:699700:1051649.10,True
2020-02-19,1027520.24,['512170'],512170.SH:697600:1025472.00,1030787.96,['512170'],512170.XSHG:699700:1028559.00,True
2020-02-20,1047589.98,['159949'],159949.SZ:1285900:1045436.70,1051024.95,['159949'],159949.XSHE:1290300:1049013.90,True
2020-02-21,1066878.48,['159949'],159949.SZ:1285900:1064725.20,1070375.85,['159949'],159949.XSHE:1290100:1068202.80,True
2020-02-24,1086173.4,['159915'],159915.SZ:497600:1083772.80,1089842.81,['159915'],159915.XSHE:499300:1087475.40,True
2020-02-25,1094632.6,['159915'],159915.SZ:497600:1092232.00,1098330.91,['159915'],159915.XSHE:499300:1095963.50,True
2020-02-26,1046804.2,['159967'],159967.SZ:713900:1043721.80,1049724.51,['159967'],159967.XSHE:716500:1047523.00,True
2020-02-27,1052648.45,['512670'],512670.SH:843700:1051250.20,1056555.31,['512670'],512670.XSHG:846300:1054489.80,True
2020-02-28,992095.56,['518880'],518880.SH:273100:989441.30,994794.07,['518880'],518880.XSHG:274000:992702.00,True
2020-03-02,968180.72,['511880'],511880.SH:9500:955367.50,970858.65,['511880'],511880.XSHG:9600:965424.00,True
2020-03-03,966847.21,['159985'],159985.SZ:997700:965773.60,970569.25,['159985'],159985.XSHE:1000700:968677.60,True
2020-03-04,966845.37,['159985'],159985.SZ:996900:964999.20,970564.65,['159985'],159985.XSHE:1000600:968580.80,True
2020-03-05,967842.27,['159985'],159985.SZ:996900:965996.10,971565.25,['159985'],159985.XSHE:1000600:969581.40,True
2020-03-06,960019.14,['515050'],515050.SH:776900:957917.70,963808.75,['515050'],515050.XSHG:780100:961863.30,True
2020-03-09,915276.55,['512170'],512170.SH:582100:915061.20,920728.63,['512170'],512170.XSHG:584500:918834.00,True
2020-03-10,913267.87,['511880'],511880.SH:8900:895215.40,919339.93,['511880'],511880.XSHG:9100:915332.60,True
2020-03-11,915186.2,['518880'],518880.SH:250300:913094.40,921318.25,['518880'],518880.XSHG:252000:919296.00,True
2020-03-12,903852.06,['511880'],511880.SH:8800:885464.80,909949.86,['511880'],511880.XSHG:9000:905589.00,True
2020-03-13,903887.26,['511880'],511880.SH:8800:885500.00,909985.86,['511880'],511880.XSHG:9000:905625.00,True
2020-03-16,892568.21,['159985'],159985.SZ:929700:891582.30,899569.28,['159985'],159985.XSHE:936200:897815.80,True
2020-03-17,893493.67,['159985'],159985.SZ:928900:891744.00,900500.58,['159985'],159985.XSHE:936100:898656.00,True
2020-03-18,891635.87,['159985'],159985.SZ:928900:889886.20,898628.38,['159985'],159985.XSHE:936100:896783.80,True
2020-03-19,883056.69,['511880'],511880.SH:8600:865676.00,890026.07,['511880'],511880.XSHG:8800:885808.00,True
2020-03-20,883826.37,['159985'],159985.SZ:902700:881937.90,890846.66,['159985'],159985.XSHE:910000:889070.00,True
2020-03-23,930766.77,['159985'],159985.SZ:902700:928878.30,938160.26,['159985'],159985.XSHE:909900:936287.10,True
2020-03-24,918128.97,['159985'],159985.SZ:902700:916240.50,925421.66,['159985'],159985.XSHE:909900:923548.50,True
2020-03-25,933474.87,['159985'],159985.SZ:902700:931586.40,940885.36,['159985'],159985.XSHE:909800:938913.60,True
2020-03-26,909101.97,['159985'],159985.SZ:902700:907213.50,916314.66,['159985'],159985.XSHE:909900:914449.50,True
2020-03-27,919934.37,['159985'],159985.SZ:902700:918045.90,927233.46,['159985'],159985.XSHE:909900:925368.30,True
2020-03-30,928058.67,['159985'],159985.SZ:902700:926170.20,935418.66,['159985'],159985.XSHE:909800:933454.80,True
2020-03-31,925350.57,['159985'],159985.SZ:902700:923462.10,932689.26,['159985'],159985.XSHE:909800:930725.40,True
2020-04-01,907027.81,['511880'],511880.SH:8800:886318.40,914275.36,['511880'],511880.XSHG:9000:906462.00,True
2020-04-02,907036.61,['511880'],511880.SH:8800:886327.20,914284.36,['511880'],511880.XSHG:9000:906471.00,True
2020-04-03,903249.88,['159985'],159985.SZ:923500:901336.00,910513.05,['159985'],159985.XSHE:931100:908753.60,True
2020-04-07,904863.62,['511880'],511880.SH:8800:886564.80,912175.52,['511880'],511880.XSHG:9000:906714.00,True
2020-04-08,904934.02,['511880'],511880.SH:8800:886635.20,912247.52,['511880'],511880.XSHG:9000:906786.00,True
2020-04-09,904995.62,['511880'],511880.SH:8800:886696.80,912310.52,['511880'],511880.XSHG:9000:906849.00,True
2020-04-10,905171.62,['511880'],511880.SH:8800:886872.80,912490.52,['511880'],511880.XSHG:9000:907029.00,True
2020-04-13,905215.62,['511880'],511880.SH:8800:886916.80,912535.52,['511880'],511880.XSHG:9000:907074.00,True
2020-04-14,910640.85,['512010'],512010.SH:434600:909183.20,918488.55,['512010'],512010.XSHG:438200:916714.40,True
2020-04-15,905855.54,['512010'],512010.SH:434500:904194.50,913663.35,['512010'],512010.XSHG:438100:911686.10,True
2020-04-16,907593.54,['512010'],512010.SH:434500:905932.50,915415.75,['512010'],512010.XSHG:438100:913438.50,True
2020-04-17,901510.54,['512010'],512010.SH:434500:899849.50,909282.35,['512010'],512010.XSHG:438100:907305.10,True
2020-04-20,906724.54,['512010'],512010.SH:434500:905063.50,914539.55,['512010'],512010.XSHG:438100:912562.30,True
2020-04-21,905536.75,['512170'],512170.SH:562300:903616.10,912994.68,['512170'],512170.XSHG:567000:911169.00,True
2020-04-22,912284.35,['512170'],512170.SH:562300:910363.70,919798.68,['512170'],512170.XSHG:567000:917973.00,True
2020-04-23,913971.25,['512170'],512170.SH:562300:912050.60,921495.28,['512170'],512170.XSHG:566900:919511.80,True
2020-04-24,893166.15,['512170'],512170.SH:562300:891245.50,900514.48,['512170'],512170.XSHG:567000:898695.00,True
2020-04-27,909136.25,['513100'],513100.SH:254500:907801.50,918048.86,['513100'],513100.XSHG:256800:916005.60,True
2020-04-28,931780.23,['513100'],513100.SH:254400:930086.40,940904.06,['513100'],513100.XSHG:256800:938860.80,True
2020-04-29,948570.63,['513100'],513100.SH:254400:946876.80,957852.86,['513100'],513100.XSHG:256800:955809.60,True
2020-04-30,984046.64,['512690'],512690.SH:829300:981891.20,994026.31,['512690'],512690.XSHG:837900:992073.60,True
2020-05-06,996486.14,['512690'],512690.SH:829300:994330.70,1006588.81,['512690'],512690.XSHG:837800:1004522.20,True
2020-05-07,1006437.74,['512690'],512690.SH:829300:1004282.30,1016642.41,['512690'],512690.XSHG:837800:1014575.80,True
2020-05-08,1016389.34,['512690'],512690.SH:829300:1014233.90,1026696.01,['512690'],512690.XSHG:837800:1024629.40,True
2020-05-11,1018877.24,['512690'],512690.SH:829300:1016721.80,1029209.41,['512690'],512690.XSHG:837800:1027142.80,True
2020-05-12,1026340.94,['512690'],512690.SH:829300:1024185.50,1036749.61,['512690'],512690.XSHG:837800:1034683.00,True
2020-05-13,1057854.34,['512690'],512690.SH:829300:1055698.90,1068580.41,['512690'],512690.XSHG:837700:1066392.10,True
2020-05-14,1056195.74,['512690'],512690.SH:829300:1054040.30,1066905.01,['512690'],512690.XSHG:837700:1064716.70,True
2020-05-15,1031785.55,['159995'],159995.SZ:896800:1028629.60,1040614.55,['159995'],159995.XSHE:905500:1038608.50,True
2020-05-18,990446.59,['512480'],512480.SH:507300:988220.40,998994.24,['512480'],512480.XSHG:511800:996986.40,True
2020-05-19,1023046.96,['513100'],513100.SH:272300:1020580.40,1032504.27,['513100'],513100.XSHG:274900:1030325.20,True
2020-05-20,1012831.99,['512690'],512690.SH:784000:1010576.00,1022020.27,['512690'],512690.XSHG:791300:1019985.70,True
2020-05-21,1019224.5,['513100'],513100.SH:273200:1016304.00,1028022.39,['513100'],513100.XSHG:275800:1025976.00,True
2020-05-22,999920.47,['161226'],161226.SZ:1248900:997871.10,1008907.5,['161226'],161226.XSHE:1260300:1006979.70,True
2020-05-25,1008662.77,['161226'],161226.SZ:1248900:1006613.40,1017725.2,['161226'],161226.XSHE:1260100:1015640.60,True
2020-05-26,1033640.77,['161226'],161226.SZ:1248900:1031591.40,1042922.4,['161226'],161226.XSHE:1260000:1040760.00,True
2020-05-27,1023649.57,['161226'],161226.SZ:1248900:1021600.20,1032837.4,['161226'],161226.XSHE:1260100:1030761.80,True
2020-05-28,1038636.37,['161226'],161226.SZ:1248900:1036587.00,1047953.8,['161226'],161226.XSHE:1260000:1045800.00,True
2020-05-29,1041134.17,['161226'],161226.SZ:1248900:1039084.80,1050473.8,['161226'],161226.XSHE:1260000:1048320.00,True
2020-06-01,1087338.06,['161226'],161226.SZ:1248800:1085207.20,1097088.4,['161226'],161226.XSHE:1259900:1094853.10,True
2020-06-02,1083190.26,['512690'],512690.SH:806600:1080844.00,1093013.5,['512690'],512690.XSHG:814100:1090894.00,True
2020-06-03,1075046.8,['513030'],513030.SH:1050700:1072764.70,1084902.53,['513030'],513030.XSHG:1060500:1082770.50,True
2020-06-04,1095156.21,['161226'],161226.SZ:1321500:1094202.00,1107698.06,['161226'],161226.XSHE:1335200:1105545.60,True
2020-06-05,1100437.16,['161226'],161226.SZ:1320100:1098323.20,1113033.86,['161226'],161226.XSHE:1335100:1110803.20,True
2020-06-08,1095152.58,['513520'],513520.SH:996200:1091835.20,1106791.42,['513520'],513520.XSHG:1007900:1104658.40,True
2020-06-09,1109099.73,['513520'],513520.SH:997100:1106781.00,1120896.42,['513520'],513520.XSHG:1007800:1118658.00,True
2020-06-10,1118073.63,['513520'],513520.SH:997100:1115754.90,1129961.22,['513520'],513520.XSHG:1007700:1127616.30,True
2020-06-11,1086166.43,['513520'],513520.SH:997100:1083847.70,1097708.72,['513520'],513520.XSHG:1007800:1095478.60,True
2020-06-12,1071209.93,['513520'],513520.SH:997100:1068891.20,1082591.72,['513520'],513520.XSHG:1007800:1080361.60,True
2020-06-15,1052080.8,['512690'],512690.SH:771300:1049739.30,1063362.67,['512690'],512690.XSHG:779800:1061307.80,True
2020-06-16,1062815.0,['513030'],513030.SH:1028700:1059561.00,1074059.02,['513030'],513030.XSHG:1040600:1071818.00,True
2020-06-17,1071044.06,['513030'],513030.SH:1029600:1068724.80,1082383.82,['513030'],513030.XSHG:1040600:1080142.80,True
2020-06-18,1070014.46,['513030'],513030.SH:1029600:1067695.20,1081343.22,['513030'],513030.XSHG:1040600:1079102.20,True
2020-06-19,1060202.76,['515030'],515030.SH:1086200:1059045.00,1072631.45,['515030'],515030.XSHG:1098000:1070550.00,True
2020-06-22,1069982.51,['515030'],515030.SH:1085200:1067836.80,1082510.25,['515030'],515030.XSHG:1097800:1080235.20,True
2020-06-23,1075408.11,['159949'],159949.SZ:1165300:1074406.60,1089287.78,['159949'],159949.XSHE:1179200:1087222.40,True
2020-06-24,1074232.96,['159949'],159949.SZ:1164100:1072136.10,1088102.78,['159949'],159949.XSHE:1179000:1085859.00,True
2020-06-29,1065666.71,['512010'],512010.SH:424100:1063218.70,1078352.83,['512010'],512010.XSHG:429200:1076004.40,True
2020-06-30,1079577.11,['159967'],159967.SZ:609700:1077339.90,1092110.84,['159967'],159967.XSHE:616700:1089708.90,True
2020-07-01,1059457.01,['159967'],159967.SZ:609700:1057219.80,1071753.74,['159967'],159967.XSHE:616800:1069531.20,True
2020-07-02,1053947.54,['159915'],159915.SZ:447500:1051625.00,1066287.24,['159915'],159915.XSHE:452800:1064080.00,True
2020-07-03,1075359.38,['515050'],515050.SH:826700:1072229.90,1086767.71,['515050'],515050.XSHG:836300:1084681.10,True
2020-07-06,1154946.6,['512690'],512690.SH:703600:1152496.80,1166529.43,['512690'],512690.XSHG:710800:1164290.40,True
2020-07-07,1185603.51,['159928'],159928.SZ:287200:1182689.60,1197618.3,['159928'],159928.XSHE:290200:1195043.60,True
2020-07-08,1192260.02,['515030'],515030.SH:1065200:1189828.40,1204754.85,['515030'],515030.XSHG:1076500:1202450.50,True
2020-07-09,1212333.35,['512710'],512710.SH:867800:1207109.80,1222531.28,['512710'],512710.XSHG:877200:1220185.20,True
2020-07-10,1181986.06,['512890'],512890.SH:916400:1178490.40,1191940.71,['512890'],512890.XSHG:925000:1189550.00,True
2020-07-13,1212223.61,['512890'],512890.SH:917100:1209654.90,1222460.51,['512890'],512890.XSHG:924900:1219943.10,True
2020-07-14,1202517.16,['510880'],510880.SH:436500:1200375.00,1216943.8,['510880'],510880.XSHG:441600:1214400.00,True
2020-07-15,1185057.16,['510880'],510880.SH:436500:1182915.00,1199279.8,['510880'],510880.XSHG:441600:1196736.00,True
2020-07-16,1153629.16,['510880'],510880.SH:436500:1151487.00,1167484.6,['510880'],510880.XSHG:441600:1164940.80,True
2020-07-17,1156822.74,['161226'],161226.SZ:1333100:1154464.60,1168134.63,['159980'],159980.XSHE:1150900:1165861.70,False
2020-07-20,1170153.74,['161226'],161226.SZ:1333100:1167795.60,1170752.51,['161226'],161226.XSHE:1333900:1168496.40,True
2020-07-21,1230143.24,['161226'],161226.SZ:1333100:1227785.10,1230771.01,['161226'],161226.XSHE:1333700:1228337.70,True
2020-07-22,1350113.92,['161226'],161226.SZ:1332800:1347460.80,1350795.71,['161226'],161226.XSHE:1333400:1348067.40,True
2020-07-23,1330687.82,['513090'],513090.SH:995400:1328859.00,1332492.3,['513090'],513090.XSHG:996200:1329927.00,True
2020-07-24,1275854.76,['161226'],161226.SZ:1291300:1274513.10,1279037.09,['161226'],161226.XSHE:1293400:1276585.80,True
2020-07-27,1350345.61,['513030'],513030.SH:1225100:1347610.00,1355077.15,['513030'],513030.XSHG:1229500:1352450.00,True
2020-07-28,1358921.31,['513030'],513030.SH:1225100:1356185.70,1363678.75,['513030'],513030.XSHG:1229400:1360945.80,True
2020-07-29,1352524.6,['159980'],159980.SZ:1291600:1349722.00,1357395.31,['159980'],159980.XSHE:1296400:1354738.00,True
2020-07-30,1351536.66,['512010'],512010.SH:454700:1348640.20,1356542.36,['512010'],512010.XSHG:456300:1353385.80,True
2020-07-31,1369724.66,['512010'],512010.SH:454700:1366828.20,1374792.16,['512010'],512010.XSHG:456400:1371938.40,True
2020-08-03,1404281.86,['512010'],512010.SH:454700:1401385.40,1409478.56,['512010'],512010.XSHG:456400:1406624.80,True
2020-08-04,1391095.56,['512010'],512010.SH:454700:1388199.10,1396242.96,['512010'],512010.XSHG:456400:1393389.20,True
2020-08-05,1412921.16,['512010'],512010.SH:454700:1410024.70,1418150.16,['512010'],512010.XSHG:456400:1415296.40,True
2020-08-06,1378363.96,['512010'],512010.SH:454700:1375467.50,1383463.76,['512010'],512010.XSHG:456400:1380610.00,True
2020-08-07,1328255.18,['518880'],518880.SH:302700:1325220.60,1333300.36,['518880'],518880.XSHG:303900:1330474.20,True
2020-08-10,1318329.5,['159992'],159992.SZ:858700:1314669.70,1322604.91,['159992'],159992.XSHE:862100:1319875.10,True
2020-08-11,1299418.07,['159992'],159992.SZ:859200:1296532.80,1303638.71,['159992'],159992.XSHE:862100:1300908.90,True
2020-08-12,1246296.25,['513500'],513500.SH:568700:1243746.90,1250461.4,['513500'],513500.XSHG:570600:1247902.20,True
2020-08-13,1260513.75,['513500'],513500.SH:568700:1257964.40,1264726.4,['513500'],513500.XSHG:570600:1262167.20,True
2020-08-14,1260513.75,['513500'],513500.SH:568700:1257964.40,1264726.4,['513500'],513500.XSHG:570600:1262167.20,True
2020-08-17,1260513.75,['513500'],513500.SH:568700:1257964.40,1264726.4,['513500'],513500.XSHG:570600:1262167.20,True
2020-08-18,1258807.65,['513500'],513500.SH:568700:1256258.30,1263014.6,['513500'],513500.XSHG:570600:1260455.40,True
2020-08-19,1256197.8,['512890'],512890.SH:880300:1224497.30,1260328.69,['512890'],512890.XSHG:904300:1257881.30,True
2020-08-20,1246012.56,"['512890', '513100']",512890.SH:564900:776737.50|513100.SH:114200:468905.20,1256828.06,['513100'],513100.XSHG:305500:1254383.00,False
2020-08-21,1263392.18,"['512890', '513100']",512890.SH:192800:264714.40|513100.SH:237200:998612.00,1288591.66,['513100'],513100.XSHG:305400:1285734.00,False
2020-08-24,1307801.44,['513100'],513100.SH:297100:1304566.10,1343869.06,['513100'],513100.XSHG:305400:1341011.40,True
2020-08-25,1367221.44,['513100'],513100.SH:297100:1363986.10,1404949.06,['513100'],513100.XSHG:305400:1402091.40,True
2020-08-26,1341076.64,['513100'],513100.SH:297100:1337841.30,1378073.86,['513100'],513100.XSHG:305400:1375216.20,True
2020-08-27,1398714.04,['513100'],513100.SH:297100:1395478.70,1437314.16,['513100'],513100.XSHG:305300:1433994.10,True
2020-08-28,1441332.56,['513500'],513500.SH:623700:1438252.20,1481255.39,['513500'],513500.XSHG:641100:1478376.60,True
2020-08-31,1445401.84,['512690'],512690.SH:716100:1441509.30,1484849.55,['512690'],512690.XSHG:736200:1481970.60,True
2020-09-01,1412480.31,['159928'],159928.SZ:289400:1409378.00,1451141.1,['159928'],159928.XSHE:297400:1448338.00,True
2020-09-02,1416829.26,['512690'],512690.SH:723900:1414500.60,1456202.69,['512690'],512690.XSHG:743800:1453385.20,True
2020-09-03,1439990.84,['512690'],512690.SH:723700:1437268.20,1480000.19,['512690'],512690.XSHG:743700:1476988.20,True
2020-09-04,1383687.9,['159980'],159980.SZ:1283300:1380830.80,1421539.29,['159980'],159980.XSHE:1318600:1418813.60,True
2020-09-07,1392671.0,['159980'],159980.SZ:1283300:1389813.90,1430765.49,['159980'],159980.XSHE:1318400:1427827.20,True
2020-09-08,1396520.9,['159980'],159980.SZ:1283300:1393663.80,1434720.69,['159980'],159980.XSHE:1318400:1431782.40,True
2020-09-09,1376820.84,['159985'],159985.SZ:1321200:1374048.00,1414622.84,['159985'],159985.XSHE:1357600:1411904.00,True
2020-09-10,1386069.24,['159985'],159985.SZ:1321200:1383296.40,1424121.44,['159985'],159985.XSHE:1357400:1421197.80,True
2020-09-11,1415135.64,['159985'],159985.SZ:1321200:1412362.80,1453984.24,['159985'],159985.XSHE:1357400:1451060.60,True
2020-09-14,1438912.63,['159985'],159985.SZ:1321100:1436035.70,1478412.84,['159985'],159985.XSHE:1357300:1475385.10,True
2020-09-15,1449421.84,['513100'],513100.SH:300600:1446186.60,1488304.9,['513100'],513100.XSHG:308700:1485155.70,True
2020-09-16,1446716.44,['513100'],513100.SH:300600:1443481.20,1485526.6,['513100'],513100.XSHG:308700:1482377.40,True
2020-09-17,1402512.54,['159985'],159985.SZ:1305600:1399603.20,1440275.28,['159985'],159985.XSHE:1340900:1437444.80,True
2020-09-18,1444291.74,['159985'],159985.SZ:1305600:1441382.40,1483178.68,['159985'],159985.XSHE:1340700:1480132.80,True
2020-09-21,1431235.74,['159985'],159985.SZ:1305600:1428326.40,1469771.68,['159985'],159985.XSHE:1340700:1466725.80,True
2020-09-22,1414262.94,['159985'],159985.SZ:1305600:1411353.60,1452337.08,['159985'],159985.XSHE:1340800:1449404.80,True
2020-09-23,1407734.94,['159985'],159985.SZ:1305600:1404825.60,1445633.08,['159985'],159985.XSHE:1340800:1442700.80,True
2020-09-24,1409040.54,['159985'],159985.SZ:1305600:1406131.20,1446973.88,['159985'],159985.XSHE:1340800:1444041.60,True
2020-09-25,1403496.09,['511880'],511880.SH:13600:1380862.40,1441365.96,['511880'],511880.XSHG:14100:1431629.40,True
2020-09-28,1409919.27,['513520'],513520.SH:962200:1069966.40,1450176.07,['513520'],513520.XSHG:1301600:1447379.20,True
2020-09-29,1411851.12,['513520'],513520.SH:1263600:1408914.00,1454076.47,['513520'],513520.XSHG:1301400:1451061.00,True
2020-09-30,1396687.92,['513520'],513520.SH:1263600:1393750.80,1438454.07,['513520'],513520.XSHG:1301500:1435554.50,True
2020-10-09,1401510.79,"['159985', '513520']",159985.SZ:590300:672942.00|513520.SH:658100:728516.70,1444600.1,['159985'],159985.XSHE:1264700:1441758.00,False
2020-10-12,1407436.88,"['159985', '513520']",159985.SZ:969000:1113381.00|513520.SH:265600:294019.20,1455977.1,['159985'],159985.XSHE:1264600:1453025.40,False
2020-10-13,1389017.56,['159985'],159985.SZ:1227700:1386073.30,1430685.1,['159985'],159985.XSHE:1264600:1427733.40,True
2020-10-14,1386562.16,['159985'],159985.SZ:1227700:1383617.90,1428155.9,['159985'],159985.XSHE:1264600:1425204.20,True
2020-10-15,1381775.6,['515030'],515030.SH:1137700:1378892.40,1423366.96,['515030'],515030.XSHG:1172100:1420585.20,True
2020-10-16,1347644.6,['515030'],515030.SH:1137700:1344761.40,1388203.96,['515030'],515030.XSHG:1172100:1385422.20,True
2020-10-19,1335129.9,['515030'],515030.SH:1137700:1332246.70,1375310.86,['515030'],515030.XSHG:1172100:1372529.10,True
2020-10-20,1382913.3,['515030'],515030.SH:1137700:1380030.10,1424531.46,['515030'],515030.XSHG:1172000:1421636.00,True
2020-10-21,1352195.4,['515030'],515030.SH:1137700:1349312.20,1392882.96,['515030'],515030.XSHG:1172100:1390110.60,True
2020-10-22,1365847.8,['515030'],515030.SH:1137700:1362964.60,1406942.36,['515030'],515030.XSHG:1172000:1404056.00,True
2020-10-23,1354747.38,['159985'],159985.SZ:1194300:1350753.30,1394415.3,['159985'],159985.XSHE:1230500:1391695.50,True
2020-10-26,1364293.12,['159985'],159985.SZ:1195200:1361332.80,1404254.7,['159985'],159985.XSHE:1230400:1401425.60,True
2020-10-27,1359634.79,['513520'],513520.SH:390700:432114.20,1401583.41,['513520'],513520.XSHG:1264800:1398868.80,True
2020-10-28,1368861.71,"['159980', '513520']",159980.SZ:1132500:1218570.00|513520.SH:135700:150219.90,1411101.27,"['513520', '159980']",513520.XSHG:244500:270661.50|159980.XSHE:1059900:1140452.40,True
2020-10-29,1356773.82,['511880'],511880.SH:13200:1342585.20,1399368.28,['511880'],511880.XSHG:13700:1393440.70,True
2020-10-30,1319463.68,['515030'],515030.SH:1060100:1317704.30,1362043.87,['515030'],515030.XSHG:1093600:1359344.80,True
2020-11-02,1358414.37,['511880'],511880.SH:13200:1343271.60,1402296.18,['511880'],511880.XSHG:13700:1394153.10,True
2020-11-03,1361584.45,['159980'],159980.SZ:1266400:1358847.20,1405638.0,['159980'],159980.XSHE:1307500:1402947.50,True
2020-11-04,1375742.78,['515030'],515030.SH:1044800:1372867.20,1420399.25,['515030'],515030.XSHG:1078900:1417674.60,True
2020-11-05,1434835.45,['512690'],512690.SH:673700:1430938.80,1480871.93,['512690'],512690.XSHG:695800:1477879.20,True
2020-11-06,1416646.11,['512690'],512690.SH:674100:1413587.70,1462085.33,['512690'],512690.XSHG:695800:1459092.60,True
2020-11-09,1442936.01,['512690'],512690.SH:674100:1439877.60,1489221.53,['512690'],512690.XSHG:695800:1486228.80,True
2020-11-10,1480011.51,['512690'],512690.SH:674100:1476953.10,1527485.43,['512690'],512690.XSHG:695700:1524278.70,True
2020-11-11,1480685.61,['512690'],512690.SH:674100:1477627.20,1528181.13,['512690'],512690.XSHG:695700:1524974.40,True
2020-11-12,1524502.11,['512690'],512690.SH:674100:1521443.70,1573401.63,['512690'],512690.XSHG:695700:1570194.90,True
2020-11-13,1455308.41,['512400'],512400.SH:1646600:1450654.60,1500440.58,['512400'],512400.XSHG:1699800:1497523.80,True
2020-11-16,1529095.72,['513520'],513520.SH:1271600:1527191.60,1578075.45,['513520'],513520.XSHG:1311400:1574991.40,True
2020-11-17,1526547.47,['513520'],513520.SH:1270700:1523569.30,1575447.55,['513520'],513520.XSHG:1311300:1572248.70,True
2020-11-18,1507486.97,['513520'],513520.SH:1270700:1504508.80,1555778.05,['513520'],513520.XSHG:1311300:1552579.20,True
2020-11-19,1510028.37,['513520'],513520.SH:1270700:1507050.20,1558400.65,['513520'],513520.XSHG:1311300:1555201.80,True
2020-11-20,1506216.27,['513520'],513520.SH:1270700:1503238.10,1554466.75,['513520'],513520.XSHG:1311300:1551267.90,True
2020-11-23,1523695.42,"['512690', '513520']",512690.SH:656100:1491971.40|513520.SH:26400:31600.80,1572649.77,['512690'],512690.XSHG:690200:1569514.80,False
2020-11-24,1527472.18,['512690'],512690.SH:668800:1524195.20,1576100.77,['512690'],512690.XSHG:690200:1572965.80,True
2020-11-25,1455977.42,['515220'],515220.SH:1125400:1452891.40,1501786.11,['515220'],515220.XSHG:1161000:1498851.00,True
2020-11-26,1458828.78,['513520'],513520.SH:1108100:1364071.10,1505327.06,['513520'],513520.XSHG:1220500:1502435.50,True
2020-11-27,1465612.03,['513520'],513520.SH:1182300:1462505.10,1512644.66,['513520'],513520.XSHG:1220300:1509511.10,True
